total_env_steps,update,completed_episodes,completed_episode_return_mean,completed_episode_length_mean,actor_policy_loss,critic_loss,entropy,approx_kl,clip_fraction,actor_grad_norm,critic_grad_norm,advantage_raw_mean,advantage_raw_std,action_mean,action_std,action_saturation_ratio,raw_log_std_min,raw_log_std_mean,raw_log_std_max,clamped_log_std_min,clamped_log_std_mean,clamped_log_std_max,raw_log_std_gt_max_ratio,finite
14336,14,5,195.3159425161388,198.2,-0.0037805302650667726,82.7003625869751,-0.22087673284113407,0.004299262481799815,0.0397705078125,0.5927137017250061,97.05378341674805,10.362831115722656,9.478472709655762,0.023331470787525177,0.2254195362329483,0.0,0.2537734806537628,0.25928226113319397,0.2672930657863617,-1.5030750036239624,-1.492756962776184,-1.4777915477752686,0.0,1.0
15360,15,5,219.8762995153877,219.8,-0.0034124485333450138,92.27921886444092,-0.2201564185321331,0.0036446360041736624,0.0278564453125,0.47285623103380203,94.56850948333741,8.553558349609375,11.859891891479492,0.023877650499343872,0.22501425445079803,0.0,0.2544165253639221,0.26003092527389526,0.26864248514175415,-1.501868486404419,-1.491353988647461,-1.4752775430679321,0.0,1.0
16384,16,4,197.04096510793684,204.25,-0.004332172882277519,70.60243740081788,-0.21506998613476752,0.006437949593237136,0.0492431640625,0.5639091193675995,83.83763256072999,9.62297248840332,9.33109188079834,0.02413368411362171,0.22551439702510834,0.0,0.25366732478141785,0.26082366704940796,0.2696585953235626,-1.5032742023468018,-1.4898861646652222,-1.4733858108520508,0.0,1.0
17408,17,4,248.84398631060824,236.75,-0.004024782893247902,77.01355113983155,-0.21357022300362588,0.00238185714406427,0.03798828125,0.5700943600386381,111.39231281280517,9.961705207824707,9.142755508422852,0.028541555628180504,0.2273484468460083,0.0,0.25259867310523987,0.2604117691516876,0.2694609761238098,-1.5052802562713623,-1.4906738996505737,-1.473753571510315,0.0,1.0
18432,18,8,192.6410874073419,204.5,-0.0034447559504769743,85.05987339019775,-0.21507849618792535,0.005867129702528473,0.0442138671875,0.5396611757576466,93.00661668777465,4.102118492126465,14.356706619262695,0.02453070692718029,0.22477111220359802,0.0,0.2531815469264984,0.2605549991130829,0.2708868086338043,-1.5041859149932861,-1.4904111623764038,-1.4711003303527832,0.0,1.0
19456,19,2,165.67713065051066,157.5,-0.0052932400372810665,69.62153406143189,-0.21326549723744392,0.005896000437496695,0.0484619140625,0.5324809052050113,109.64995746612549,11.277740478515625,5.641604423522949,0.02661115676164627,0.2209351807832718,0.0,0.2529284358024597,0.26092445850372314,0.27262452244758606,-1.5046610832214355,-1.4897112846374512,-1.467869520187378,0.0,1.0
20480,20,7,216.70333290254945,222.42857142857142,-0.005497719568666071,88.9109567642212,-0.21114518120884895,0.001040599201223813,0.0602294921875,0.6020743057131768,112.67050342559814,4.274335861206055,14.882278442382812,0.04095611721277237,0.22272220253944397,0.0,0.25191718339920044,0.2612922787666321,0.27240949869155884,-1.50655996799469,-1.4890321493148804,-1.4682691097259521,0.0,1.0
21504,21,3,178.2667890284431,193.0,-0.003497261158190668,77.35418148040772,-0.2093073096126318,0.0032448605285026132,0.0239013671875,0.5531543362885714,120.5652400970459,5.8613386154174805,13.666145324707031,0.0483359694480896,0.22468487918376923,0.0,0.2507946491241455,0.26172003149986267,0.27411898970603943,-1.5086690187454224,-1.4882265329360962,-1.4650932550430298,0.0,1.0
22528,22,6,197.56100136088776,207.33333333333334,-0.00457210170570761,68.41670475006103,-0.2077774338424206,0.005071070464327932,0.0411376953125,0.5538794085383415,95.91511306762695,9.125466346740723,8.80322265625,0.04571672901511192,0.22215189039707184,0.0,0.25273236632347107,0.26179367303848267,0.2720811665058136,-1.5050292015075684,-1.4881095886230469,-1.4688794612884521,0.0,1.0
23552,23,6,180.59994657618472,191.83333333333334,-0.0038178039889317007,74.67433404922485,-0.2061466883867979,0.0026946499419864267,0.023193359375,0.5403052881360054,92.38509817123413,7.131828308105469,11.10456657409668,0.048703718930482864,0.22481480240821838,0.0,0.2534008026123047,0.26230812072753906,0.2710426449775696,-1.5037744045257568,-1.4871115684509277,-1.4708104133605957,0.0,1.0
24576,24,5,204.53035180520493,192.4,-0.005326835025334731,87.57982921600342,-0.20588994435966015,0.006060065524070524,0.0604248046875,0.5163967356085777,90.12665939331055,6.609455108642578,13.278940200805664,0.058079298585653305,0.2241818755865097,0.0,0.25252631306648254,0.2616114616394043,0.26864370703697205,-1.5054160356521606,-1.4884446859359741,-1.4752752780914307,0.0,1.0
