candidate,value_normalization,gamma,gae_lambda,run_seed,update,protocol_sha256,validation_seed_count,safety_priority_key,episodes,total_steps,normal_completion_count,collision_count,boundary_count,persistent_outage_count,speed_accel_violations,outage_step_ratio,rate_satisfaction_ratio,mean_e2e_rate_mbps,mean_return,mean_acceleration_mps2,action_saturation_ratio,movement_distance_m,min_link_margin_db,min_separation_m,max_xy_speed_mps,max_abs_z_speed_mps,max_xy_accel_mps2,max_abs_z_accel_mps2
V1H1,True,0.995,0.97,2026,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,1.0,19.0,0.12446126971305708,-0.8718633516115641,-6.541517089728151]",20,4279,0,0,1,19,0,0.12446126971305708,0.8718633516115641,6.541517089728151,207.24170808342623,0.3559479941871105,0.0,1251.646595887524,-2.0787352031477964,45.32982647621832,20.000000000000004,3.4300236499169863,0.9547665044811464,0.30496567487716675
V1H1,True,0.995,0.97,2026,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,0.0,20.0,0.13589088832083238,-0.8532628097639682,-6.414587458728822]",20,3970,0,0,0,20,0,0.13589088832083238,0.8532628097639682,6.414587458728822,184.2052716021554,0.3998668127740792,0.0,1268.2524402236616,-1.9642904792435418,35.43114563905576,20.000000000000007,3.8089345842599887,0.9472104358874908,0.5403257608413696
V1H1,True,0.995,0.97,2027,50,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-1.0,1.0,18.0,0.09372344035115188,-0.8637922641194573,-6.6538349839366635]",20,5656,1,1,0,18,0,0.09372344035115188,0.8637922641194573,6.6538349839366635,287.67390177912364,0.110352113027204,0.0,711.9009952557992,-1.5134991096551738,18.10697531497394,13.287750165957267,2.577015120838768,0.4038024749915982,0.18588072061538696
V1H1,True,0.995,0.97,2027,100,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,1.0,19.0,0.13566407435957964,-0.8592140909533684,-6.432454258937538]",20,3831,0,1,0,19,0,0.13566407435957964,0.8592140909533684,6.432454258937538,177.65593085500586,0.2723005130286106,0.0,767.808534063435,-1.687854707419996,19.0297844764991,20.000000000000004,1.999301523086615,0.9141970698563835,0.3284333050251007
V1H1,True,0.995,0.97,2027,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,4.0,16.0,0.1342180144276845,-0.8466298829610037,-6.400986739986012]",20,3537,0,1,3,16,0,0.1342180144276845,0.8466298829610037,6.400986739986012,163.02561882653976,0.3764795526364132,0.0,785.785200255745,-2.4843705492103996,19.375117891197274,20.000000000000004,5.0,1.081955348709317,0.5671538710594177
V1H1,True,0.995,0.97,2027,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,2.0,18.0,0.1397714648053054,-0.8278363690745877,-6.349562095014025]",20,3607,0,2,0,18,0,0.1397714648053054,0.8278363690745877,6.349562095014025,161.29394560505602,0.43824611744279035,0.0,1022.3168323438425,-2.7525391556440995,17.565686180547818,20.000000000000007,6.0,1.4529680780980174,0.6076069474220275
V1H1,True,0.995,0.97,2028,50,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,18.0,2.0,0.021223734870498168,-0.9536588741963508,-7.212073503461156]",20,2883,0,0,18,2,0,0.021223734870498168,0.9536588741963508,7.212073503461156,163.5764709119676,0.39632516881107793,0.0,562.192921762398,-1.1812871152317501,37.79157367573486,20.000000000000004,6.0,1.0707687831284205,0.6151059865951547
V1H1,True,0.995,0.97,2028,100,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,20.0,0.0,0.01426765190659024,-0.9748814338880653,-7.367164101255739]",20,2673,0,0,20,0,0,0.01426765190659024,0.9748814338880653,7.367164101255739,155.68419104099408,0.43950672086055526,0.0,491.28168169661114,-0.9359020483917817,33.54712460894439,19.005781002652434,5.0,1.197647617391066,0.5675330758094788
V1H1,True,0.995,0.97,2028,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,19.0,1.0,0.02464466678638925,-0.964064135522413,-7.299429054030078]",20,2438,0,1,18,1,0,0.02464466678638925,0.964064135522413,7.299429054030078,139.0116760511796,0.686571202789414,0.0,727.885701820771,-1.5555815784375113,19.869500120421346,20.000000000000004,6.0,1.1633147135826853,0.8814890980720502
V1H1,True,0.995,0.97,2028,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,19.0,1.0,0.0216122917544042,-0.9783877082455958,-7.324302880878752]",20,2457,0,1,18,1,0,0.0216122917544042,0.9783877082455958,7.324302880878752,141.2041827304733,0.7577964188864098,0.0,788.5695857461594,-1.47776603192175,17.612567703621657,20.000000000000004,5.0,1.3578958509450498,0.7821222543716433
V1H2,True,0.998,0.98,2026,50,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,15.0,5.0,0.037457545409164954,-0.953840144869417,-7.063962989138334]",20,3368,0,0,15,5,0,0.037457545409164954,0.953840144869417,7.063962989138334,184.8542769840506,0.2067035340650656,0.0,379.0145519278821,-1.217327095930694,38.00568258272524,14.393120935177283,6.0,0.6942567652132718,0.44766247272491455
V1H2,True,0.998,0.98,2026,100,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,18.0,2.0,0.014678030303030304,-0.9770833333333334,-7.334692532600053]",20,2868,0,0,18,2,0,0.014678030303030304,0.9770833333333334,7.334692532600053,166.36602885524076,0.3466703769360832,0.0,474.61153718073945,-0.8458729848282465,36.82302119779577,13.903941837700138,6.0,0.7468571425853056,0.6029624342918405
V1H2,True,0.998,0.98,2026,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,18.0,2.0,0.01641563498035682,-0.9558567705591388,-7.246900032081467]",20,2912,0,0,18,2,0,0.01641563498035682,0.9558567705591388,7.246900032081467,166.28007439555384,0.28866461889620254,0.0,442.87015841488,-0.86090717393592,25.075389254275578,16.132436549548117,6.0,0.5722214065492187,0.6504679322242746
V1H2,True,0.998,0.98,2026,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,19.0,1.0,0.015112229102167182,-0.9743123584862067,-7.322720865893098]",20,2541,0,0,19,1,0,0.015112229102167182,0.9743123584862067,7.322720865893098,147.15472618756394,0.3545983386119033,0.0,381.22574726888604,-1.0679553143195752,44.059726278001,14.836603852742197,6.0,0.70678944109391,0.8339205980300912
V1H2,True,0.998,0.98,2027,50,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,20.0,0.0,0.020477192076147607,-0.9712149057230123,-7.281812135166767]",20,3103,0,0,20,0,0,0.020477192076147607,0.9712149057230123,7.281812135166767,179.47093152939874,0.29499892748407924,0.0,500.8911595262756,-1.117213486188953,35.24105802345411,15.301538221885217,5.0,0.7483628325541511,0.4586825668811789
V1H2,True,0.998,0.98,2027,100,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,16.0,4.0,0.038196208090916485,-0.9480150746278252,-7.1379028056031375]",20,2948,0,1,15,4,0,0.038196208090916485,0.9480150746278252,7.1379028056031375,163.22996154567315,0.35966386632956776,0.0,489.66395393756903,-1.5086915864388297,18.434825395883852,20.0,5.560671863704919,1.0250855826345069,0.4956742525100699
V1H2,True,0.998,0.98,2027,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,16.0,4.0,0.06108008482239933,-0.9191649283482152,-6.945658996285505]",20,2613,0,0,16,4,0,0.06108008482239933,0.9191649283482152,6.945658996285505,135.54373118416652,0.5916294809354106,0.0,648.0165310495618,-2.587790198704452,32.14641016386837,20.000000000000007,6.0,1.803564653521933,0.969900965690611
V1H2,True,0.998,0.98,2027,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,15.0,5.0,0.0622732506953748,-0.9191149652428401,-6.889121132903253]",20,2617,0,0,15,5,0,0.0622732506953748,0.9191149652428401,6.889121132903253,135.15446085620664,0.6977552262177258,0.0,796.7901204091688,-2.4902362196218872,30.585372836863257,20.000000000000004,6.0,1.911409424982567,1.0764516592025775
V1H2,True,0.998,0.98,2028,50,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,18.0,2.0,0.02392187199490878,-0.9620607211684422,-7.220075997740139]",20,3053,0,0,18,2,0,0.02392187199490878,0.9620607211684422,7.220075997740139,174.2265450049111,0.2713685273795722,0.0,437.3527676062943,-1.026367911809762,71.40521803137817,13.752703566668927,6.0,0.6923007092470764,0.6961087584495562
V1H2,True,0.998,0.98,2028,100,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,20.0,0.0,0.0,-0.9862037815126051,-7.446141416441142]",20,2889,0,0,20,0,0,0.0,0.9862037815126051,7.446141416441142,173.322461400167,0.2504500961653307,0.0,392.12768209017906,0.06396998983247393,31.912932334889614,11.401559016328031,6.0,0.669247922940017,0.7442708015441912
V1H2,True,0.998,0.98,2028,150,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,19.0,1.0,0.019587139602587948,-0.9674572077512427,-7.316044627530447]",20,3047,0,0,19,1,0,0.019587139602587948,0.9674572077512427,7.316044627530447,177.09370138314338,0.2682854564737295,0.0,473.482949533593,-1.065391017377388,86.78775097465717,10.04808113488618,5.0,0.6695854886558485,0.4808149039745335
V1H2,True,0.998,0.98,2028,200,a385466ab67698514468f31d24230755fc1f683f855663e20938591aae8614db,20,"[0.0,-0.0,19.0,1.0,0.011482820976491863,-0.9787883045794439,-7.399420438891617]",20,2617,0,0,19,1,0,0.011482820976491863,0.9787883045794439,7.399420438891617,153.6973608502475,0.3317862774984927,0.0,411.0682311565635,-7.400535498410331,62.46964085336963,12.063944871166264,5.0,0.6325690193758525,0.7142788171768188
